2023-02-08 22:54:33 [INFO] [SUCCESS]	[ID: 487508]  Uploaded in: Feb 08, 18:30:49 	Title: UA              	Price:19.90$	Link:https://shp.pub/6lsqzi	Aff_link:https://s.click.aliexpress.com/e/_EzEOz3j	Saved-> 	Image files:['487508', '487507', '487506', '487505', '487504', '487503', '487502']	img count: 7
2023-02-08 23:03:21 [INFO] [SUCCESS]	[ID: 486919]  Uploaded in: Feb 07, 11:15:28 	Title: NIKE            	Price:69$	Link:https://bit.ly/3WS8wSr	Aff_link:https://s.click.aliexpress.com/e/_EJ7bnlB	Saved-> 	Image files:['486919', '486918', '486917', '486916', '486915', '486914', '486913', '486912', '486911', '486910']	img count: 10
2023-02-08 23:03:27 [INFO] [SUCCESS]	[ID: 486909]  Uploaded in: Feb 07, 11:00:22 	Title: NIKE            	Price:69$	Link:https://bit.ly/3WS8wSr	Aff_link:https://s.click.aliexpress.com/e/_EzgWTyz	Saved-> 	Image files:['486909', '486908', '486907', '486906', '486905', '486904', '486903']	img count: 7
2023-02-08 23:03:35 [INFO] [SUCCESS]	[ID: 486902]  Uploaded in: Feb 07, 10:30:07 	Title: NIKE            	Price:65$	Link:https://bit.ly/3vtyxfa	Aff_link:https://s.click.aliexpress.com/e/_Exh9nL3	Saved-> 	Image files:['486902', '486901', '486900', '486899', '486898', '486897', '486896', '486895', '486894', '486893']	img count: 10
2023-02-08 23:03:40 [INFO] [SUCCESS]	[ID: 486892]  Uploaded in: Feb 07, 10:15:14 	Title: NIKE            	Price:65$	Link:https://bit.ly/3vtyxfa	Aff_link:https://s.click.aliexpress.com/e/_EvFa3lf	Saved-> 	Image files:['486892', '486891', '486890', '486889', '486888']	img count: 5
2023-02-08 23:03:48 [INFO] [SUCCESS]	[ID: 486887]  Uploaded in: Feb 07, 10:00:09 	Title: NIKE            	Price:75$	Link:https://bit.ly/3Q1O4fG	Aff_link:https://s.click.aliexpress.com/e/_EGleC5F	Saved-> 	Image files:['486887', '486886', '486885', '486884', '486883', '486882', '486881', '486880', '486879', '486878']	img count: 10
2023-02-08 23:03:55 [INFO] [SUCCESS]	[ID: 486877]  Uploaded in: Feb 07, 09:30:11 	Title: NIKE            	Price:65$	Link:https://bit.ly/3vtyxfa	Aff_link:https://s.click.aliexpress.com/e/_EyKGJYH	Saved-> 	Image files:['486877', '486876', '486875', '486874', '486873', '486872', '486871', '486870']	img count: 8
2023-02-08 23:04:04 [INFO] [SUCCESS]	[ID: 486869]  Uploaded in: Feb 07, 09:15:19 	Title: NIKE            	Price:110$	Link:https://bit.ly/3WSw1uH	Aff_link:https://s.click.aliexpress.com/e/_ExyNdxL	Saved-> 	Image files:['486869', '486868', '486867', '486866', '486865', '486864', '486863', '486862', '486861', '486860']	img count: 10
2023-02-08 23:04:13 [INFO] [SUCCESS]	[ID: 486859]  Uploaded in: Feb 07, 09:00:39 	Title: NIKE            	Price:65$	Link:https://bit.ly/3vtyxfa	Aff_link:https://s.click.aliexpress.com/e/_Ezw6Jb7	Saved-> 	Image files:['486859', '486858', '486857', '486856', '486855', '486854', '486853', '486852', '486851', '486850']	img count: 10
2023-02-08 23:04:21 [INFO] [SUCCESS]	[ID: 486849]  Uploaded in: Feb 07, 08:30:43 	Title: NIKE            	Price:65$	Link:https://bit.ly/3vtyxfa	Aff_link:https://s.click.aliexpress.com/e/_EukZToz	Saved-> 	Image files:['486849', '486848', '486847', '486846', '486845', '486844', '486843', '486842', '486841']	img count: 9
2023-02-08 23:04:28 [INFO] [SUCCESS]	[ID: 486840]  Uploaded in: Feb 07, 08:15:27 	Title: Nike            	Price:38.30$	Link:https://shp.pub/6lqm3s	Aff_link:https://s.click.aliexpress.com/e/_ExvqxJb	Saved-> 	Image files:['486840', '486839', '486838', '486837', '486836', '486835', '486834', '486833']	img count: 8
2023-02-08 23:05:12 [INFO] [SUCCESS]	[ID: 486832]  Uploaded in: Feb 07, 08:00:56 	Title: Kanken          	Price:19.99$	Link:https://shp.pub/6lqk84	Aff_link:https://s.click.aliexpress.com/e/_ExQHZ8N	Saved-> 	Image files:['486832', '486831', '486830', '486829', '486828', '486827', '486826', '486825', '486824', '486823']	img count: 10
2023-02-08 23:05:18 [INFO] [SUCCESS]	[ID: 486822]  Uploaded in: Feb 07, 07:30:32 	Title: Carhartt        	Price:32.98$	Link:https://shp.pub/6lqk6r	Aff_link:https://s.click.aliexpress.com/e/_EJbUTZB	Saved-> 	Image files:['486822', '486821', '486820', '486819', '486818', '486817', '486816', '486815']	img count: 8
2023-02-08 23:05:26 [INFO] [SUCCESS]	[ID: 486814]  Uploaded in: Feb 07, 07:15:21 	Title: TNF backpack    	Price:20.75$	Link:https://shp.pub/6lqk2a	Aff_link:https://s.click.aliexpress.com/e/_EJ1zj8V	Saved-> 	Image files:['486814', '486813', '486812', '486811', '486810', '486809', '486808', '486807', '486806', '486805']	img count: 10
2023-02-08 23:05:35 [INFO] [SUCCESS]	[ID: 486804]  Uploaded in: Feb 07, 07:00:44 	Title: TNF backpack    	Price:21.98$	Link:https://shp.pub/6lqjzr	Aff_link:https://s.click.aliexpress.com/e/_EyQL0ov	Saved-> 	Image files:['486804', '486803', '486802', '486801', '486800', '486799', '486798', '486797', '486796']	img count: 9
2023-02-08 23:05:51 [ERROR] [FAILED]	[ID: 486795]  Uploaded in: Feb 07, 06:30:10 	Title: NB 327          	Price:58.70$	Link:https://shp.pub/6lqjrl	Aff_link:Failed to convert Ali Express link		Saved-> 	Image files:['486795', '486794', '486793', '486792', '486791', '486790', '486789', '486788', '486787', '486786']	img count: 10
2023-02-08 23:05:55 [INFO] [SUCCESS]	[ID: 486785]  Uploaded in: Feb 07, 06:15:06 	Title: NIKE            	Price:69$	Link:https://bit.ly/3WS8wSr	Aff_link:https://s.click.aliexpress.com/e/_EybxKrn	Saved-> 	Image files:['486785', '486784', '486783', '486782', '486781', '486780', '486779']	img count: 7
